address	value
1000f06c	`vector vbase constructor iterator'
1000f090	`vector destructor iterator'
1000f0b0	`vector constructor iterator'
1000f0d0	`scalar deleting destructor'
1000f0f0	`default constructor closure'
1000f110	`vector deleting destructor'
1000f130	`vbase destructor'
1000f144	`string'
1000f150	`local static guard'
1000f168	`typeof'
1000f174	`vcall'
1000f17c	`vbtable'
1000f188	`vftable'
1000f210	operator
1000f234	 delete
1000f244	__unaligned
1000f250	__restrict
1000f25c	__ptr64
1000f264	__clrcall
1000f270	__fastcall
1000f27c	__thiscall
1000f288	__stdcall
1000f294	__pascal
1000f2a0	__cdecl
1000f2a8	__based(
1000fc48	HH:mm:ss
1000fc54	dddd, MMMM dd, yyyy
1000fc68	MM/dd/yy
1000fc7c	December
1000fc88	November
1000fc94	October
1000fc9c	September
1000fca8	August
1000fcc0	April
1000fcc8	March
1000fcd0	February
1000fcdc	January
1000fd14	Saturday
1000fd20	Friday
1000fd28	Thursday
1000fd34	Wednesday
1000fd40	Tuesday
1000fd48	Monday
1000fd50	Sunday
1000fd74	(null)
1000fd84	(null)
1000fe4c	SunMonTueWedThuFriSat
1000fe64	JanFebMarAprMayJunJulAugSepOctNovDec
1000fe8c	CONOUT$
10010a16	GetModuleHandleA
10010a2a	GetModuleHandleW
10010a3e	GetProcAddress
10010a50	GetFileAttributesW
10010a66	GetVersion
10010a74	lstrcmpW
10010a80	SetEnvironmentVariableW
10010a9a	GetEnvironmentVariableW
10010ab4	LoadLibraryW
10010ac4	GetLastError
10010ad4	SetLastError
10010ae4	GetModuleFileNameW
10010afa	OutputDebugStringA
10010b10	LockResource
10010b20	LoadResource
10010b30	FindResourceW
10010b40	FreeLibrary
10010b4e	MultiByteToWideChar
10010b64	WideCharToMultiByte
10010b7a	lstrlenW
10010b86	GlobalFree
10010b94	GlobalUnlock
10010ba4	GlobalReAlloc
10010bb4	lstrcpyW
10010bc0	GlobalLock
10010bce	GlobalAlloc
10010bda	KERNEL32.dll
10010bea	RegCloseKey
10010bf8	RegQueryValueExW
10010c0c	RegEnumValueW
10010c1c	RegOpenKeyExW
10010c2c	RegSetValueExW
10010c3e	RegFlushKey
10010c4c	RegDeleteValueW
10010c5e	RegCreateKeyExW
10010c6e	ADVAPI32.dll
10010c7e	HeapFree
10010c8a	HeapAlloc
10010c96	RtlUnwind
10010ca2	GetCurrentThreadId
10010cb8	GetCommandLineA
10010cca	GetVersionExA
10010cda	GetProcessHeap
10010cec	HeapReAlloc
10010cfa	HeapDestroy
10010d08	HeapCreate
10010d16	VirtualFree
10010d24	DeleteCriticalSection
10010d3c	LeaveCriticalSection
10010d54	EnterCriticalSection
10010d6c	VirtualAlloc
10010d7c	TerminateProcess
10010d90	GetCurrentProcess
10010da4	UnhandledExceptionFilter
10010dc0	SetUnhandledExceptionFilter
10010dde	IsDebuggerPresent
10010df2	ExitProcess
10010e00	WriteFile
10010e0c	GetStdHandle
10010e1c	GetModuleFileNameA
10010e32	TlsGetValue
10010e40	TlsAlloc
10010e4c	TlsSetValue
10010e5a	TlsFree
10010e64	InterlockedIncrement
10010e7c	InterlockedDecrement
10010e94	Sleep
10010e9c	SetHandleCount
10010eae	GetFileType
10010ebc	GetStartupInfoA
10010ece	FreeEnvironmentStringsA
10010ee8	GetEnvironmentStrings
10010f00	FreeEnvironmentStringsW
10010f1a	GetEnvironmentStringsW
10010f34	QueryPerformanceCounter
10010f4e	GetTickCount
10010f5e	GetCurrentProcessId
10010f74	GetSystemTimeAsFileTime
10010f8e	HeapSize
10010f9a	GetCPInfo
10010fa6	GetACP
10010fb0	GetOEMCP
10010fbc	IsValidCodePage
10010fce	RaiseException
10010fe0	InitializeCriticalSection
10010ffc	LoadLibraryA
1001100c	LCMapStringA
1001101c	LCMapStringW
1001102c	GetStringTypeA
1001103e	GetStringTypeW
10011050	GetLocaleInfoA
10011062	SetFilePointer
10011074	GetConsoleCP
10011084	GetConsoleMode
10011096	SetStdHandle
100110a6	WriteConsoleA
100110b6	GetConsoleOutputCP
100110cc	WriteConsoleW
100110dc	CreateFileA
100110ea	CloseHandle
100110f8	FlushFileBuffers
10011142	CISDS.dll
1001114c	DS_Entry
10012014	.?AVAssociation@@
10012030	.?AVAssociationSet@@
10012050	.?AVbad_alloc@std@@
1001208c	.?AVtype_info@@
100120a8	.?AVexception@std@@
10012424	.?AVbad_exception@std@@
1001267e	abcdefghijklmnopqrstuvwxyz
1001269e	ABCDEFGHIJKLMNOPQRSTUVWXYZ
10012889	abcdefghijklmnopqrstuvwxyz
100128a9	ABCDEFGHIJKLMNOPQRSTUVWXYZ
10016478	GroupIcon
100164ee	StringFileInfo
10016512	040904b0
1001652a	CompanyName
10016544	CANON INC.
10016562	FileDescription
10016584	ScanGear TWAIN Data Source
100165c2	FileVersion
100165dc	14.0.7.47
100165f6	InternalName
10016610	CISDS
10016622	LegalCopyright
10016640	Copyright CANON INC. 2008 All Rights Reserved
100166a2	OriginalFilename
100166c4	CISDS.DS
100166de	ProductName
100166f8	ScanGear
10016712	ProductVersion
10016730	14.0.7.47
1001674a	VarFileInfo
1001676a	Translation
10016788	<assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0"><dependency><dependentAssembly><assemblyIdentity type="win32" name="Microsoft.Windows.Common-Controls" version="6.0.0.0" processorArchitecture="X86" publicKeyToken="6595b64144ccf1df" language="*"></assemblyIdentity></dependentAssembly></dependency></assembly>PADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPAD
ffdfff50	00000000-0000-0000-0000-000000000000
