entry	name	body
10007160	FUN_10007160	[[10007160, 1000718e] [10007190, 100072dd] [100072e0, 1000730c] [10007310, 10007a75]]
10007b00	FUN_10007b00	[[10007b00, 10007b79] [10007b80, 10008171]]
10008200	FUN_10008200	[[10008200, 10008803]]
10008890	FUN_10008890	[[10008890, 100088c6] [100088d0, 100089a9] [100089b0, 10008cee]]
10009490	FUN_10009490	[[10009490, 10009591]]
100095a0	FUN_100095a0	[[100095a0, 1000960d]]
10009610	FUN_10009610	[[10009610, 10009809] [10009810, 100098b2]]
100098c0	FUN_100098c0	[[100098c0, 10009ab9] [10009ac0, 10009b62]]
10009b70	AusmInit	[[10009b70, 1000a2ef]]
1000a3b0	AusmEnd	[[1000a3b0, 1000a466]]
1000a470	AusmExec	[[1000a470, 1000a734]]
1000a750	AusmParamAccess	[[1000a750, 1000b522]]
1000b530	FUN_1000b530	[[1000b530, 1000b632]]
1000b640	FUN_1000b640	[[1000b640, 1000b69a]]
1000b6d0	FUN_1000b6d0	[[1000b6d0, 1000b72b]]
1000b760	FUN_1000b760	[[1000b760, 1000b7f2]]
1000b800	FUN_1000b800	[[1000b800, 1000b86a]]
1000b870	FUN_1000b870	[[1000b870, 1000b8d7]]
1000b8e0	FUN_1000b8e0	[[1000b8e0, 1000bb1e]]
1000bb20	FUN_1000bb20	[[1000bb20, 1000bb7b]]
1000bb80	FUN_1000bb80	[[1000bb80, 1000bd08] [1000bd10, 1000be4c] [1000be50, 1000bf88] [1000bf90, 1000c0aa]]
1000c0b0	FUN_1000c0b0	[[1000c0b0, 1000c25d]]
1000c260	FUN_1000c260	[[1000c260, 1000c329]]
1000c450	FUN_1000c450	[[1000c450, 1000c5fe]]
1000c7f0	FUN_1000c7f0	[[1000c7f0, 1000c87b] [1000c880, 1000c9e9]]
1000c9f0	FUN_1000c9f0	[[1000c9f0, 1000ca99] [1000caa0, 1000cb21]]
1000cb30	FUN_1000cb30	[[1000cb30, 1000cc0d] [1000cc10, 1000cc78] [1000cc80, 1000cccb]]
1000ccd0	FUN_1000ccd0	[[1000ccd0, 1000cd5b] [1000cd60, 1000cecc]]
1000ced0	FUN_1000ced0	[[1000ced0, 1000cf79] [1000cf80, 1000d004]]
1000d010	FUN_1000d010	[[1000d010, 1000d0ed] [1000d0f0, 1000d1ab]]
1000d1b0	MoireCalcDestImage	[[1000d1b0, 1000d3b8]]
1000d3c0	MoireExecute	[[1000d3c0, 1000dd78]]
1000ddc0	MoireCancel	[[1000ddc0, 1000ddf2]]
1000de00	FUN_1000de00	[[1000de00, 1000decc] [1000ded0, 1000df4f]]
1000df50	FUN_1000df50	[[1000df50, 1000dff8]]
1000e000	FUN_1000e000	[[1000e000, 1000e0f3]]
1000e100	FUN_1000e100	[[1000e100, 1000e22f]]
1000e230	FUN_1000e230	[[1000e230, 1000e2f7]]
1000e300	FUN_1000e300	[[1000e300, 1000e372]]
1000e380	FUN_1000e380	[[1000e380, 1000e4e6]]
1000e4f0	FUN_1000e4f0	[[1000e4f0, 1000e549]]
1000e550	FUN_1000e550	[[1000e550, 1000e5a7]]
1000e5b0	FUN_1000e5b0	[[1000e5b0, 1000e5c6] [1000e5d0, 1000e795]]
1000e7a0	FUN_1000e7a0	[[1000e7a0, 1000e7dc] [1000e7e0, 1000ec19]]
1000ec20	FUN_1000ec20	[[1000ec20, 1000ec38] [1000ec40, 1000ec69] [1000ec70, 1000ec8a]]
1000ec90	FUN_1000ec90	[[1000ec90, 1000ed8c] [1000ed90, 1000edd8]]
1000ede0	FUN_1000ede0	[[1000ede0, 1000ef0c] [1000ef10, 1000efc7]]
1000efd0	FUN_1000efd0	[[1000efd0, 1000f015]]
1000f630	FUN_1000f630	[[1000f630, 1000f719] [1000f720, 1000fc3d]]
1000fc40	FUN_1000fc40	[[1000fc40, 1000fd29] [1000fd30, 1001028b]]
10010a70	FUN_10010a70	[[10010a70, 10010b86] [10010b90, 10010cc7] [10010cd0, 10010eb8] [10010ec0, 10010fe3]]
10010ff0	FUN_10010ff0	[[10010ff0, 100110a5] [100110b0, 100111b8] [100111c0, 10011594]]
100115a0	FUN_100115a0	[[100115a0, 10011648]]
10011650	FUN_10011650	[[10011650, 10011deb]]
10011e30	FUN_10011e30	[[10011e30, 100122ae] [100122b0, 1001231e]]
10012360	Fare2Param	[[10012360, 10012ddb]]
10012de0	Fare2Execute	[[10012de0, 10012f8f]]
10012fd0	Fare2Cancel	[[10012fd0, 10012fee]]
10012ff0	Fare2BandHeight	[[10012ff0, 1001308f]]
10013090	FUN_10013090	[[10013090, 100130d5]]
100130e0	FUN_100130e0	[[100130e0, 100131ff]]
10013200	FUN_10013200	[[10013200, 10013261]]
10013270	FUN_10013270	[[10013270, 100133f5]]
10013400	FUN_10013400	[[10013400, 10013515]]
10013520	FUN_10013520	[[10013520, 1001355c] [10013560, 1001367c] [10013680, 10013887]]
10013890	FUN_10013890	[[10013890, 100138ea]]
100138f0	FUN_100138f0	[[100138f0, 1001393f]]
10013940	FUN_10013940	[[10013940, 10013969] [10013970, 10013a03]]
10013a10	FUN_10013a10	[[10013a10, 10013a36]]
10013a40	FUN_10013a40	[[10013a40, 10013a86]]
10013a90	FUN_10013a90	[[10013a90, 10013b3e]]
10013b40	FUN_10013b40	[[10013b40, 10013bdf]]
10013be0	FUN_10013be0	[[10013be0, 10013c9b]]
10013ca0	FUN_10013ca0	[[10013ca0, 1001437c]]
10014380	FUN_10014380	[[10014380, 10014435]]
10014440	FUN_10014440	[[10014440, 100144e7]]
100144f0	FUN_100144f0	[[100144f0, 10014539] [10014540, 10014892]]
100148a0	FUN_100148a0	[[100148a0, 100149ce] [100149d0, 10014a99]]
10014aa0	FUN_10014aa0	[[10014aa0, 10014c1a]]
10014c20	FUN_10014c20	[[10014c20, 10014e59] [10014e60, 10014f6c] [10014f70, 10014fd9]]
10014fe0	FUN_10014fe0	[[10014fe0, 10015094] [100150a0, 100151e8]]
100151f0	FUN_100151f0	[[100151f0, 1001536e]]
10015370	FUN_10015370	[[10015370, 10015457] [10015460, 10015911]]
10015920	FUN_10015920	[[10015920, 100159c7] [100159d0, 10015a27] [10015a30, 10015b07] [10015b10, 10015b94] [10015ba0, 10015d0a]]
10015d10	FUN_10015d10	[[10015d10, 10015e91]]
10015ea0	FUN_10015ea0	[[10015ea0, 1001609c] [100160a0, 1001639c] [100163a0, 100163cc] [100163d0, 10016477]]
10016480	FUN_10016480	[[10016480, 10016588] [10016590, 100165a8] [100165b0, 1001671c] [10016720, 100168ab]]
100168b0	FUN_100168b0	[[100168b0, 10016a35]]
10016a40	GercGInit	[[10016a40, 10016dee] [10016df0, 10016ed9]]
10016f20	GercGEnd	[[10016f20, 10016f56]]
10016f60	GercGLine	[[10016f60, 10016f65]]
10016f70	GercGAccess	[[10016f70, 10017bc3]]
10017bd0	FUN_10017bd0	[[10017bd0, 10017d58]]
10017d60	FUN_10017d60	[[10017d60, 10017fd4]]
10017fe0	FUN_10017fe0	[[10017fe0, 100184c5]]
100184d0	FUN_100184d0	[[100184d0, 1001853d]]
10018540	FUN_10018540	[[10018540, 100185bc]]
100185c0	FUN_100185c0	[[100185c0, 100185fe]]
10018600	FUN_10018600	[[10018600, 1001866c] [10018670, 10018779] [10018780, 1001890c]]
10018910	FUN_10018910	[[10018910, 10018963]]
10018970	FUN_10018970	[[10018970, 1001899f]]
10018be0	FUN_10018be0	[[10018be0, 10018c28] [10018c30, 10018d39] [10018d40, 10018fdf]]
10018fe0	FUN_10018fe0	[[10018fe0, 10019028] [10019030, 10019139] [10019140, 100193ef]]
100196f0	FUN_100196f0	[[100196f0, 10019717] [10019720, 100197e4] [100197f0, 10019a1e]]
10019a20	FUN_10019a20	[[10019a20, 10019a8d]]
10019a90	FUN_10019a90	[[10019a90, 10019b4c]]
10019b50	FUN_10019b50	[[10019b50, 10019ddb]]
10019de0	FUN_10019de0	[[10019de0, 10019f30]]
10019f40	FUN_10019f40	[[10019f40, 1001a06f]]
1001a070	FUN_1001a070	[[1001a070, 1001a1b5]]
1001a1c0	FUN_1001a1c0	[[1001a1c0, 1001a2e4]]
1001a2f0	SmacInit	[[1001a2f0, 1001a6dc]]
1001a6e0	SmacEnd	[[1001a6e0, 1001a762]]
1001a770	SmacExec	[[1001a770, 1001a9a0]]
1001a9b0	SmacModuleControl	[[1001a9b0, 1001aaac] [1001aab0, 1001acd6]]
1001acd7	__security_check_cookie	[[1001acd7, 1001ace5]]
1001ace6	__CRT_INIT@12	[[1001ace6, 1001aebe]]
1001aebf	___DllMainCRTStartup	[[1001aebf, 1001af91] [1001afa6, 1001afb4]]
1001afb5	entry	[[1001afb5, 1001afd5]]
1001afd6	___report_gsfailure	[[1001afd6, 1001b0d9]]
1001b0da	__amsg_exit	[[1001b0da, 1001b0fd]]
1001b0fe	FUN_1001b0fe	[[1001b0fe, 1001b123]]
1001b124	___crtExitProcess	[[1001b124, 1001b137]]
1001b139	FUN_1001b139	[[1001b139, 1001b141]]
1001b142	FUN_1001b142	[[1001b142, 1001b14a]]
1001b14b	FUN_1001b14b	[[1001b14b, 1001b162]]
1001b163	__initterm_e	[[1001b163, 1001b182]]
1001b183	__get_osplatform	[[1001b183, 1001b1b9]]
1001b1ba	__get_winmajor	[[1001b1ba, 1001b1f5]]
1001b1f6	__cinit	[[1001b1f6, 1001b287]]
1001b288	FUN_1001b288	[[1001b288, 1001b354] [1001b364, 1001b369]]
1001b355	FUN_1001b355	[[1001b355, 1001b363]]
1001b36a	__exit	[[1001b36a, 1001b37a]]
1001b37b	__cexit	[[1001b37b, 1001b389]]
1001b38a	__init_pointers	[[1001b38a, 1001b3d5]]
1001b3d6	FUN_1001b3d6	[[1001b3d6, 1001b441]]
1001b442	FUN_1001b442	[[1001b442, 1001b4af]]
1001b4b0	__encoded_null	[[1001b4b0, 1001b4b8]]
1001b4b9	FUN_1001b4b9	[[1001b4b9, 1001b526]]
1001b530	FUN_1001b530	[[1001b530, 1001b561]]
1001b562	__mtterm	[[1001b562, 1001b59e]]
1001b59f	FUN_1001b59f	[[1001b59f, 1001b654]]
1001b655	FUN_1001b655	[[1001b655, 1001b65d]]
1001b65e	FUN_1001b65e	[[1001b65e, 1001b6d4]]
1001b6d5	__getptd	[[1001b6d5, 1001b6ec]]
1001b6ed	__freefls@4	[[1001b6ed, 1001b7f5]]
1001b7f9	FUN_1001b7f9	[[1001b7f9, 1001b801]]
1001b805	FUN_1001b805	[[1001b805, 1001b80d]]
1001b80e	__freeptd	[[1001b80e, 1001b876]]
1001b877	__mtinit	[[1001b877, 1001b9fa]]
1001b9fb	_free	[[1001b9fb, 1001ba50] [1001ba5a, 1001ba88]]
1001ba51	FUN_1001ba51	[[1001ba51, 1001ba59]]
1001ba89	__malloc_crt	[[1001ba89, 1001bac8]]
1001bac9	__calloc_crt	[[1001bac9, 1001bb10]]
1001bb11	__realloc_crt	[[1001bb11, 1001bb5b]]
1001bb5c	__ioinit	[[1001bb5c, 1001bd84] [1001bd93, 1001bd9b]]
1001bd9c	__ioterm	[[1001bd9c, 1001bde7]]
1001bde8	__setenvp	[[1001bde8, 1001be7b] [1001be7f, 1001bec2]]
1001bec3	parse_cmdline	[[1001bec3, 1001c05a]]
1001c05b	__setargv	[[1001c05b, 1001c113]]
1001c114	___crtGetEnvironmentStringsA	[[1001c114, 1001c248]]
1001c249	__RTC_Initialize	[[1001c249, 1001c26c]]
1001c291	___heap_select	[[1001c291, 1001c2b6] [1001c2ba, 1001c2d1] [1001c2d5, 1001c2eb]]
1001c2ec	__heap_init	[[1001c2ec, 1001c345]]
1001c346	__heap_term	[[1001c346, 1001c3b9]]
1001c3ba	FUN_1001c3ba	[[1001c3ba, 1001c3ba]]
1001c3bb	FUN_1001c3bb	[[1001c3bb, 1001c518]]
1001c534	__SEH_prolog4	[[1001c534, 1001c578]]
1001c579	__SEH_epilog4	[[1001c579, 1001c58c]]
1001c590	__except_handler4	[[1001c590, 1001c725]]
1001c726	___security_init_cookie	[[1001c726, 1001c7b9]]
1001c7ba	FUN_1001c7ba	[[1001c7ba, 1001c7c1]]
1001c7c2	FUN_1001c7c2	[[1001c7c2, 1001c843] [1001c847, 1001c887] [1001c88b, 1001c8ca] [1001c8d0, 1001c8ee] [1001c8f2, 1001c910] [1001c914, 1001c961]]
1001c962	__FF_MSGBANNER	[[1001c962, 1001c99a]]
1001c99b	__mtinitlocks	[[1001c99b, 1001c9e3]]
1001c9e4	__mtdeletelocks	[[1001c9e4, 1001ca38]]
1001ca39	FUN_1001ca39	[[1001ca39, 1001ca4d]]
1001ca4e	__mtinitlocknum	[[1001ca4e, 1001cb07]]
1001cb08	FUN_1001cb08	[[1001cb08, 1001cb10]]
1001cb11	__lock	[[1001cb11, 1001cb41]]
1001cb42	FUN_1001cb42	[[1001cb42, 1001cb4b]]
1001cb4c	__invoke_watson	[[1001cb4c, 1001cc47]]
1001cc48	FUN_1001cc48	[[1001cc48, 1001cc6b]]
1001cc6c	FUN_1001cc6c	[[1001cc6c, 1001cca6]]
1001cca7	FUN_1001cca7	[[1001cca7, 1001ccb9]]
1001ccba	FUN_1001ccba	[[1001ccba, 1001cccc]]
1001cccd	FUN_1001cccd	[[1001cccd, 1001ccea]]
1001cceb	FUN_1001cceb	[[1001cceb, 1001cda3]]
1001cdd3	__onexit	[[1001cdd3, 1001ce08]]
1001ce09	FUN_1001ce09	[[1001ce09, 1001ce0e]]
1001ce0f	_atexit	[[1001ce0f, 1001ce20]]
1001ce21	__initp_misc_cfltcvt_tab	[[1001ce21, 1001ce3f]]
1001ce40	__ValidateImageBase	[[1001ce40, 1001ce68]]
1001ce70	__FindPESection	[[1001ce70, 1001ceb1]]
1001cec0	__IsNonwritableInCurrentImage	[[1001cec0, 1001cf48] [1001cf60, 1001cf7a]]
1001cfb4	__initp_eh_hooks	[[1001cfb4, 1001cfc4]]
1001cfc5	__initp_misc_winsig	[[1001cfc5, 1001cfdd]]
1001cfde	siglookup	[[1001cfde, 1001d011]]
1001d012	___get_sigabrt	[[1001d012, 1001d01e]]
1001d01f	_raise	[[1001d01f, 1001d18c] [1001d1a2, 1001d1ce]]
1001d193	FUN_1001d193	[[1001d193, 1001d1a1]]
1001d1cf	FUN_1001d1cf	[[1001d1cf, 1001d1d8]]
1001d1d9	FUN_1001d1d9	[[1001d1d9, 1001d1e2]]
1001d1e3	FUN_1001d1e3	[[1001d1e3, 1001d1ec]]
1001d1ed	___crtInitCritSecNoSpinCount@8	[[1001d1ed, 1001d1fc]]
1001d1fd	___crtInitCritSecAndSpinCount	[[1001d1fd, 1001d237] [1001d23b, 1001d282] [1001d2b2, 1001d2c1]]
1001d2c2	FUN_1001d2c2	[[1001d2c2, 1001d2cb]]
1001d2cc	__callnewh	[[1001d2cc, 1001d2ed]]
1001d2f0	_strcmp	[[1001d2f0, 1001d332] [1001d334, 1001d377]]
1001d378	___freetlocinfo	[[1001d378, 1001d4b7]]
1001d4b8	___addlocaleref	[[1001d4b8, 1001d53d]]
1001d53e	___removelocaleref	[[1001d53e, 1001d5c9]]
1001d5ca	__updatetlocinfoEx_nolock	[[1001d5ca, 1001d607]]
1001d608	___updatetlocinfo	[[1001d608, 1001d671]]
1001d672	FUN_1001d672	[[1001d672, 1001d67d]]
1001d67e	FUN_1001d67e	[[1001d67e, 1001d6ac]]
1001d6ad	setSBCS	[[1001d6ad, 1001d701]]
1001d702	setSBUpLow	[[1001d702, 1001d88b]]
1001d88c	___updatetmbcinfo	[[1001d88c, 1001d923]]
1001d927	FUN_1001d927	[[1001d927, 1001d92f]]
1001d930	_LocaleUpdate	[[1001d930, 1001d9b1]]
1001d9b2	getSystemCP	[[1001d9b2, 1001da2b]]
1001da2c	FUN_1001da2c	[[1001da2c, 1001dc04]]
1001dc05	__setmbcp	[[1001dc05, 1001dd65] [1001dd71, 1001dd9e]]
1001dd66	FUN_1001dd66	[[1001dd66, 1001dd6e]]
1001dd9f	___initmbctable	[[1001dd9f, 1001ddbc]]
1001ddbd	___sbh_heap_init	[[1001ddbd, 1001de04]]
1001de05	thunk_FUN_1001de29	[[1001de05, 1001de16]]
1001de29	FUN_1001de29	[[1001de17, 1001de2f]]
1001de30	___sbh_free_block	[[1001de30, 1001e143]]
1001e144	___sbh_alloc_new_region	[[1001e144, 1001e1f3]]
1001e1f4	___sbh_alloc_new_group	[[1001e1f4, 1001e2f9]]
1001e2fa	___sbh_resize_block	[[1001e2fa, 1001e5d8]]
1001e5d9	___sbh_alloc_block	[[1001e5d9, 1001e8bb]]
1001e8bc	_V6_HeapAlloc	[[1001e8bc, 1001e901]]
1001e902	FUN_1001e902	[[1001e902, 1001e90a]]
1001e90b	_malloc	[[1001e90b, 1001e9cd]]
1001e9ce	__calloc_impl	[[1001e9ce, 1001eac4] [1001ead3, 1001eaeb]]
1001eaca	FUN_1001eaca	[[1001eaca, 1001ead2]]
1001eaec	_realloc	[[1001eaec, 1001ec29] [1001ec39, 1001ed06]]
1001ec30	FUN_1001ec30	[[1001ec30, 1001ec38]]
1001ed07	_strcpy_s	[[1001ed07, 1001ed6b]]
1001ed70	_strlen	[[1001ed70, 1001edfa]]
1001edfb	x_ismbbtype_l	[[1001edfb, 1001ee4b]]
1001ee4c	__ismbblead	[[1001ee4c, 1001ee5e]]
1001ee60	_memcpy	[[1001ee60, 1001eec2] [1001eec4, 1001eee2] [1001eee4, 1001eeea] [1001eef8, 1001ef20] [1001ef24, 1001ef46] [1001ef48, 1001ef64] [1001ef88, 1001efd1] [1001efe4, 1001efea] [1001efec, 1001eff6] [1001eff8, 1001f008] [1001f00c, 1001f022] [1001f024, 1001f049] [1001f04c, 1001f054] [1001f058, 1001f076] [1001f084, 1001f0a4] [1001f0a8, 1001f0ce] [1001f0d0, 1001f100] [1001f124, 1001f16d] [1001f180, 1001f186] [1001f188, 1001f194] [1001f198, 1001f1aa] [1001f1ac, 1001f1c4]]
1001f1c8	__local_unwind4	[[1001f1c8, 1001f257]]
1001f29e	FUN_1001f29e	[[1001f29e, 1001f2b9]]
1001f2ba	_EH4_CallFilterFunc	[[1001f2ba, 1001f2d0]]
1001f2d1	_EH4_TransferToHandler	[[1001f2d1, 1001f2e9]]
1001f2ea	_EH4_GlobalUnwind	[[1001f2ea, 1001f303]]
1001f304	_EH4_LocalUnwind	[[1001f304, 1001f31a]]
1001f31b	FUN_1001f31b	[[1001f31b, 1001f3bb] [1001f3bf, 1001f45a] [1001f45e, 1001f4d7]]
1001f4d8	_strcat_s	[[1001f4d8, 1001f548]]
1001f549	_strncpy_s	[[1001f549, 1001f5fb]]
1001f5fc	__set_error_mode	[[1001f5fc, 1001f641]]
1001f650	_memset	[[1001f650, 1001f6c9]]
1001f6ca	__msize	[[1001f6ca, 1001f75b]]
1001f764	FUN_1001f764	[[1001f764, 1001f76c]]
1001f776	_abort	[[1001f776, 1001f867]]
1001f869	__isdigit_l	[[1001f869, 1001f8b7]]
1001f8b8	_isdigit	[[1001f8b8, 1001f8e0]]
1001f8e1	__freea	[[1001f8e1, 1001f8fb]]
1001f8fc	___free_lc_time	[[1001f8fc, 1001fa8b]]
1001fa8c	___free_lconv_num	[[1001fa8c, 1001facb]]
1001facc	___free_lconv_mon	[[1001facc, 1001fb54]]
1001fb60	_strcspn	[[1001fb60, 1001fba5]]
1001fba6	__crtGetStringTypeA_stat	[[1001fba6, 1001fd5d]]
1001fd5e	___crtGetStringTypeA	[[1001fd5e, 1001fd9d]]
1001fd9e	_strncmp	[[1001fd9e, 1001fe5b]]
1001fe60	_strpbrk	[[1001fe60, 1001fe9f]]
1001fea0	__crtLCMapStringA_stat	[[1001fea0, 10020241]]
10020242	___crtLCMapStringA	[[10020242, 10020284]]
10020290	_memmove	[[10020290, 100202f2] [100202f4, 10020312] [10020314, 1002031a] [10020328, 10020350] [10020354, 10020376] [10020378, 10020394] [100203b8, 10020401] [10020414, 1002041a] [1002041c, 10020426] [10020428, 10020438] [1002043c, 10020452] [10020454, 10020479] [1002047c, 10020484] [10020488, 100204a6] [100204b4, 100204d4] [100204d8, 100204fe] [10020500, 10020530] [10020554, 1002059d] [100205b0, 100205b6] [100205b8, 100205c4] [100205c8, 100205da] [100205dc, 100205f4]]
100205f5	FUN_100205f5	[[100205f5, 1002060e] [10020615, 1002067b]]
1002067c	__VEC_memcpy	[[1002067c, 1002075e]]
10020774	__global_unwind2	[[10020774, 10020793]]
100207d9	__local_unwind2	[[100207d9, 1002085c]]
10020889	__NLG_Notify	[[10020889, 100208a7]]
100208a8	FUN_100208a8	[[100208a8, 100208aa]]
100208ab	fastzero_I	[[100208ab, 100208c2] [100208cb, 10020901]]
10020902	__VEC_memzero	[[10020902, 10020990]]
10020991	__isctype_l	[[10020991, 10020a46]]
10020a50	__alloca_probe_16	[[10020a50, 10020a65]]
10020a66	__alloca_probe_8	[[10020a66, 10020a7b]]
10020a7c	__isleadbyte_l	[[10020a7c, 10020ab1]]
10020ac0	_atol	[[10020ac0, 10020ad0]]
10020ad1	___ansicp	[[10020ad1, 10020b17]]
10020b18	___convertcp	[[10020b18, 10020cc9]]
10020cca	FUN_10020cca	[[10020cca, 10020ce6] [10020d0a, 10020d19]]
10020d1a	__get_sse2_info	[[10020d1a, 10020d79]]
10020d90	__alloca_probe	[[10020d90, 10020dba]]
10020dbb	__tolower_l	[[10020dbb, 10020ed1]]
10020ed2	_tolower	[[10020ed2, 10020ef8]]
10020ef9	strtoxl	[[10020ef9, 10021123]]
10021124	_strtol	[[10021124, 1002114c]]
10021150	___ascii_strnicmp	[[10021150, 100211b0]]
1002136e	RtlUnwind	[[1002136e, 10021373]]
1002207f	__lseeki64_nolock	[[1002207f, 10022101]]
10022183	__get_osfhandle	[[10022183, 100221f3]]
10022314	__putwch_nolock	[[10022314, 100223d5]]
100223d6	__mbtowc_l	[[100223d6, 100224e8]]
100225e1	___initconout	[[100225e1, 100225ff]]
1002262d	__cfltcvt_init	[[1002262d, 1002268c]]
1002268d	__fpmath	[[1002268d, 100226aa]]
100226b0	FUN_100226b0	[[100226b0, 100226cb] [100226e6, 1002275a]]
10022760	FUN_10022760	[[10022760, 10022773]]
1002277d	FUN_1002277d	[[1002277d, 10022819]]
10022860	FUN_10022860	[[10022860, 100228b3]]
100228bd	FUN_100228bd	[[100228bd, 10022a81]]
10022a82	FUN_10022a82	[[10022a82, 10022aa9]]
10022aaa	__forcdecpt_l	[[10022aaa, 10022b1a]]
10022b1b	__cropzeros_l	[[10022b1b, 10022b9a]]
10022bb1	__fassign_l	[[10022bb1, 10022bf0]]
10022c08	__shift	[[10022c08, 10022c24]]
10022c41	__cftoe2_l	[[10022c41, 10022d37] [10022d3b, 10022dad]]
10022dae	__cftoe_l	[[10022dae, 10022e7b]]
10022e7c	__cftoe	[[10022e7c, 10022e99]]
10022e9a	__cftoa_l	[[10022e9a, 1002320a]]
1002320b	__cftof2_l	[[1002320b, 100232ff]]
10023300	__cftof_l	[[10023300, 100233b8]]
100233b9	__cftog_l	[[100233b9, 100234b0]]
100234b1	__cfltcvt_l	[[100234b1, 10023536]]
10023537	__cfltcvt	[[10023537, 10023557]]
10023558	__setdefaultprecision	[[10023558, 1002357b] [1002357f, 10023580]]
10023581	__ms_p5_test_fdiv	[[10023581, 100235bc]]
100235bd	__ms_p5_mp_test_fdiv	[[100235bd, 100235e5]]
100237c0	FUN_100237c0	[[100237c0, 100237d6]]
100237d7	__startOneArgErrorHandling	[[100237d7, 10023812]]
10023820	FUN_10023820	[[10023820, 10023834]]
10023835	FUN_10023835	[[10023835, 1002384b]]
1002384c	FUN_1002384c	[[1002384c, 10023864]]
10023865	__fload_withFB	[[10023865, 100238a7]]
100238a8	FUN_100238a8	[[100238a8, 100238bd]]
100238be	FUN_100238be	[[100238be, 100238ca]]
100238cb	__math_exit	[[100238cb, 100238f4]]
10023909	FUN_10023909	[[10023909, 100239ab]]
100239b0	FUN_100239b0	[[100239b0, 100239c8]]
100239c9	FUN_100239c9	[[100239c9, 10024500]]
10024717	__d_inttype	[[10024717, 1002477a]]
1002477b	FUN_1002477b	[[1002477b, 100248b8]]
100248c0	_strrchr	[[100248c0, 100248ec]]
100248ed	FID_conflict:__atoflt_l	[[100248ed, 10024992]]
10024993	FID_conflict:__atoflt_l	[[10024993, 10024a38]]
10024a39	__fptostr	[[10024a39, 10024af5]]
10024af6	___dtold	[[10024af6, 10024bb0]]
10024bb1	__fltout2	[[10024bb1, 10024c27] [10024c2b, 10024c3e]]
10024c40	__alldvrm	[[10024c40, 10024d1e]]
10024d20	__aullshr	[[10024d20, 10024d3e]]
10024d3f	__controlfp_s	[[10024d3f, 10024da8]]
10024da9	__87except	[[10024da9, 10024ea4]]
10024ea5	___libm_error_support	[[10024ea5, 1002511e]]
